시도,시군구,소속기관,인원장비,관리인원or장비_대수,year
경북,청송군,자가처리,중장비(대),0,2017
경북,영양군,자가처리,중장비(대),0,2017
경북,영덕군,자가처리,중장비(대),0,2017
경북,청도군,자가처리,중장비(대),0,2017
경북,고령군,자가처리,중장비(대),0,2017
경북,성주군,자가처리,중장비(대),0,2017
경북,칠곡군,자가처리,중장비(대),0,2017
경북,예천군,자가처리,중장비(대),0,2017
경북,봉화군,자가처리,중장비(대),0,2017
경북,울진군,자가처리,중장비(대),0,2017
경북,울릉군,자가처리,중장비(대),0,2017
경남,창원시,자가처리,중장비(대),0,2017
경남,진주시,자가처리,중장비(대),0,2017
경남,통영시,자가처리,중장비(대),0,2017
경남,사천시,자가처리,중장비(대),0,2017
경남,김해시,자가처리,중장비(대),0,2017
경남,밀양시,자가처리,중장비(대),0,2017
경남,거제시,자가처리,중장비(대),0,2017
경남,양산시,자가처리,중장비(대),0,2017
경남,의령군,자가처리,중장비(대),0,2017
경남,함안군,자가처리,중장비(대),0,2017
경남,창녕군,자가처리,중장비(대),0,2017
경남,고성군,자가처리,중장비(대),0,2017
경남,남해군,자가처리,중장비(대),0,2017
경남,하동군,자가처리,중장비(대),0,2017
경남,산청군,자가처리,중장비(대),0,2017
경남,함양군,자가처리,중장비(대),0,2017
경남,거창군,자가처리,중장비(대),0,2017
경남,합천군,자가처리,중장비(대),0,2017
제주,제주시,자가처리,중장비(대),0,2017
제주,서귀포시,자가처리,중장비(대),0,2017
강원,춘천시,자가처리,중장비(대),0,2017
강원,원주시,자가처리,중장비(대),0,2017
강원,강릉시,자가처리,중장비(대),0,2017
강원,동해시,자가처리,중장비(대),0,2017
강원,태백시,자가처리,중장비(대),0,2017
강원,속초시,자가처리,중장비(대),0,2017
강원,삼척시,자가처리,중장비(대),0,2017
강원,홍천군,자가처리,중장비(대),0,2017
강원,횡성군,자가처리,중장비(대),0,2017
강원,영월군,자가처리,중장비(대),0,2017
강원,평창군,자가처리,중장비(대),0,2017
강원,정선군,자가처리,중장비(대),0,2017
강원,철원군,자가처리,중장비(대),0,2017
강원,화천군,자가처리,중장비(대),0,2017
강원,양구군,자가처리,중장비(대),0,2017
강원,인제군,자가처리,중장비(대),0,2017
강원,고성군,자가처리,중장비(대),0,2017
강원,양양군,자가처리,중장비(대),0,2017
서울,종로구,처리업체,중장비(대),0,2017
서울,중구,처리업체,중장비(대),0,2017
서울,용산구,처리업체,중장비(대),0,2017
서울,성동구,처리업체,중장비(대),0,2017
서울,광진구,처리업체,중장비(대),0,2017
서울,동대문구,처리업체,중장비(대),0,2017
서울,중랑구,처리업체,중장비(대),0,2017
서울,성북구,처리업체,중장비(대),2,2017
서울,강북구,처리업체,중장비(대),0,2017
서울,도봉구,처리업체,중장비(대),1,2017
서울,노원구,처리업체,중장비(대),0,2017
서울,은평구,처리업체,중장비(대),4,2017
서울,서대문구,처리업체,중장비(대),0,2017
서울,마포구,처리업체,중장비(대),0,2017
서울,양천구,처리업체,중장비(대),0,2017
서울,강서구,처리업체,중장비(대),0,2017
서울,구로구,처리업체,중장비(대),3,2017
서울,금천구,처리업체,중장비(대),1,2017
서울,영등포구,처리업체,중장비(대),0,2017
서울,동작구,처리업체,중장비(대),0,2017
서울,관악구,처리업체,중장비(대),0,2017
서울,서초구,처리업체,중장비(대),0,2017
서울,강남구,처리업체,중장비(대),7,2017
서울,송파구,처리업체,중장비(대),0,2017
서울,강동구,처리업체,중장비(대),0,2017
부산,중구,처리업체,중장비(대),0,2017
부산,서구,처리업체,중장비(대),0,2017
부산,동구,처리업체,중장비(대),0,2017
부산,영도구,처리업체,중장비(대),0,2017
부산,부산진구,처리업체,중장비(대),0,2017
부산,동래구,처리업체,중장비(대),0,2017
부산,남구,처리업체,중장비(대),0,2017
부산,북구,처리업체,중장비(대),0,2017
부산,해운대구,처리업체,중장비(대),0,2017
부산,사하구,처리업체,중장비(대),0,2017
부산,금정구,처리업체,중장비(대),0,2017
부산,강서구,처리업체,중장비(대),0,2017
부산,연제구,처리업체,중장비(대),0,2017
부산,수영구,처리업체,중장비(대),0,2017
부산,사상구,처리업체,중장비(대),0,2017
부산,기장군,처리업체,중장비(대),2,2017
대구,중구,처리업체,중장비(대),0,2017
대구,동구,처리업체,중장비(대),0,2017
대구,서구,처리업체,중장비(대),0,2017
대구,남구,처리업체,중장비(대),0,2017
대구,북구,처리업체,중장비(대),0,2017
대구,수성구,처리업체,중장비(대),0,2017
대구,달서구,처리업체,중장비(대),2,2017
대구,달성군,처리업체,중장비(대),0,2017
대구,군위군,처리업체,중장비(대),0,2017
인천,중구,처리업체,중장비(대),3,2017
인천,동구,처리업체,중장비(대),0,2017
인천,미추홀구,처리업체,중장비(대),3,2017
인천,연수구,처리업체,중장비(대),2,2017
인천,남동구,처리업체,중장비(대),0,2017
인천,부평구,처리업체,중장비(대),3,2017
인천,계양구,처리업체,중장비(대),2,2017
인천,서구,처리업체,중장비(대),6,2017
인천,강화군,처리업체,중장비(대),0,2017
인천,옹진군,처리업체,중장비(대),0,2017
광주,동구,처리업체,중장비(대),0,2017
광주,서구,처리업체,중장비(대),0,2017
광주,남구,처리업체,중장비(대),0,2017
광주,북구,처리업체,중장비(대),0,2017
광주,광산구,처리업체,중장비(대),0,2017
대전,동구,처리업체,중장비(대),0,2017
대전,중구,처리업체,중장비(대),0,2017
대전,서구,처리업체,중장비(대),0,2017
대전,유성구,처리업체,중장비(대),1,2017
대전,대덕구,처리업체,중장비(대),0,2017
울산,중구,처리업체,중장비(대),0,2017
울산,남구,처리업체,중장비(대),0,2017
울산,동구,처리업체,중장비(대),0,2017
울산,북구,처리업체,중장비(대),0,2017
울산,울주군,처리업체,중장비(대),0,2017
세종,세종특별자치시,처리업체,중장비(대),0,2017
경기,수원시,처리업체,중장비(대),0,2017
경기,성남시,처리업체,중장비(대),0,2017
경기,의정부시,처리업체,중장비(대),0,2017
경기,안양시,처리업체,중장비(대),0,2017
경기,부천시,처리업체,중장비(대),0,2017
경기,광명시,처리업체,중장비(대),0,2017
경기,평택시,처리업체,중장비(대),23,2017
경기,동두천시,처리업체,중장비(대),0,2017
경기,안산시,처리업체,중장비(대),0,2017
경기,고양시,처리업체,중장비(대),3,2017
경기,과천시,처리업체,중장비(대),1,2017
경기,구리시,처리업체,중장비(대),0,2017
경기,남양주시,처리업체,중장비(대),0,2017
경기,오산시,처리업체,중장비(대),0,2017
경기,시흥시,처리업체,중장비(대),0,2017
경기,군포시,처리업체,중장비(대),0,2017
경기,의왕시,처리업체,중장비(대),0,2017
경기,하남시,처리업체,중장비(대),0,2017
경기,용인시,처리업체,중장비(대),0,2017
경기,파주시,처리업체,중장비(대),0,2017
경기,이천시,처리업체,중장비(대),0,2017
경기,안성시,처리업체,중장비(대),0,2017
경기,김포시,처리업체,중장비(대),0,2017
경기,화성시,처리업체,중장비(대),0,2017
경기,광주시,처리업체,중장비(대),1,2017
경기,양주시,처리업체,중장비(대),0,2017
경기,포천시,처리업체,중장비(대),0,2017
경기,여주시,처리업체,중장비(대),0,2017
경기,연천군,처리업체,중장비(대),0,2017
경기,가평군,처리업체,중장비(대),1,2017
경기,양평군,처리업체,중장비(대),0,2017
충북,청주시,처리업체,중장비(대),0,2017
충북,충주시,처리업체,중장비(대),0,2017
충북,제천시,처리업체,중장비(대),0,2017
충북,보은군,처리업체,중장비(대),0,2017
충북,옥천군,처리업체,중장비(대),0,2017
충북,영동군,처리업체,중장비(대),0,2017
충북,증평군,처리업체,중장비(대),0,2017
충북,진천군,처리업체,중장비(대),0,2017
충북,괴산군,처리업체,중장비(대),0,2017
충북,음성군,처리업체,중장비(대),0,2017
충북,단양군,처리업체,중장비(대),0,2017
충남,천안시,처리업체,중장비(대),0,2017
충남,공주시,처리업체,중장비(대),0,2017
충남,보령시,처리업체,중장비(대),0,2017
충남,아산시,처리업체,중장비(대),0,2017
충남,서산시,처리업체,중장비(대),0,2017
충남,논산시,처리업체,중장비(대),0,2017
충남,계룡시,처리업체,중장비(대),0,2017
충남,당진시,처리업체,중장비(대),1,2017
충남,금산군,처리업체,중장비(대),0,2017
충남,부여군,처리업체,중장비(대),1,2017
충남,서천군,처리업체,중장비(대),0,2017
충남,청양군,처리업체,중장비(대),0,2017
충남,홍성군,처리업체,중장비(대),0,2017
충남,예산군,처리업체,중장비(대),0,2017
충남,태안군,처리업체,중장비(대),0,2017
전북,전주시,처리업체,중장비(대),2,2017
전북,군산시,처리업체,중장비(대),0,2017
전북,익산시,처리업체,중장비(대),4,2017
전북,정읍시,처리업체,중장비(대),3,2017
전북,남원시,처리업체,중장비(대),0,2017
전북,김제시,처리업체,중장비(대),0,2017
전북,완주군,처리업체,중장비(대),0,2017
전북,진안군,처리업체,중장비(대),0,2017
전북,무주군,처리업체,중장비(대),0,2017
전북,장수군,처리업체,중장비(대),0,2017
전북,임실군,처리업체,중장비(대),0,2017
전북,순창군,처리업체,중장비(대),0,2017
전북,고창군,처리업체,중장비(대),0,2017
전북,부안군,처리업체,중장비(대),0,2017
전남,목포시,처리업체,중장비(대),0,2017
전남,여수시,처리업체,중장비(대),0,2017
전남,순천시,처리업체,중장비(대),0,2017
전남,나주시,처리업체,중장비(대),0,2017
전남,광양시,처리업체,중장비(대),0,2017
전남,담양군,처리업체,중장비(대),0,2017
전남,곡성군,처리업체,중장비(대),0,2017
전남,구례군,처리업체,중장비(대),0,2017
전남,고흥군,처리업체,중장비(대),0,2017
전남,보성군,처리업체,중장비(대),0,2017
전남,화순군,처리업체,중장비(대),0,2017
전남,장흥군,처리업체,중장비(대),0,2017
전남,강진군,처리업체,중장비(대),0,2017
전남,해남군,처리업체,중장비(대),0,2017
전남,영암군,처리업체,중장비(대),0,2017
전남,무안군,처리업체,중장비(대),0,2017
전남,함평군,처리업체,중장비(대),0,2017
전남,영광군,처리업체,중장비(대),0,2017
전남,장성군,처리업체,중장비(대),0,2017
전남,완도군,처리업체,중장비(대),0,2017
전남,진도군,처리업체,중장비(대),0,2017
전남,신안군,처리업체,중장비(대),0,2017
경북,포항시,처리업체,중장비(대),0,2017
경북,경주시,처리업체,중장비(대),0,2017
경북,김천시,처리업체,중장비(대),0,2017
경북,안동시,처리업체,중장비(대),0,2017
경북,구미시,처리업체,중장비(대),0,2017
경북,영주시,처리업체,중장비(대),0,2017
경북,영천시,처리업체,중장비(대),0,2017
경북,상주시,처리업체,중장비(대),0,2017
경북,문경시,처리업체,중장비(대),0,2017
경북,경산시,처리업체,중장비(대),0,2017
경북,의성군,처리업체,중장비(대),0,2017
경북,청송군,처리업체,중장비(대),0,2017
경북,영양군,처리업체,중장비(대),0,2017
경북,영덕군,처리업체,중장비(대),0,2017
경북,청도군,처리업체,중장비(대),0,2017
경북,고령군,처리업체,중장비(대),0,2017
경북,성주군,처리업체,중장비(대),0,2017
경북,칠곡군,처리업체,중장비(대),0,2017
경북,예천군,처리업체,중장비(대),0,2017
경북,봉화군,처리업체,중장비(대),0,2017
경북,울진군,처리업체,중장비(대),0,2017
경북,울릉군,처리업체,중장비(대),0,2017
경남,창원시,처리업체,중장비(대),0,2017
경남,진주시,처리업체,중장비(대),0,2017
경남,통영시,처리업체,중장비(대),0,2017
경남,사천시,처리업체,중장비(대),0,2017
경남,김해시,처리업체,중장비(대),1,2017
경남,밀양시,처리업체,중장비(대),0,2017
경남,거제시,처리업체,중장비(대),0,2017
경남,양산시,처리업체,중장비(대),0,2017
경남,의령군,처리업체,중장비(대),0,2017
경남,함안군,처리업체,중장비(대),0,2017
경남,창녕군,처리업체,중장비(대),0,2017
경남,고성군,처리업체,중장비(대),0,2017
경남,남해군,처리업체,중장비(대),0,2017
경남,하동군,처리업체,중장비(대),0,2017
경남,산청군,처리업체,중장비(대),0,2017
경남,함양군,처리업체,중장비(대),0,2017
경남,거창군,처리업체,중장비(대),1,2017
경남,합천군,처리업체,중장비(대),0,2017
제주,제주시,처리업체,중장비(대),0,2017
제주,서귀포시,처리업체,중장비(대),0,2017
강원,춘천시,처리업체,중장비(대),0,2017
